packet_idx,label_channel,old_level_upper,old_level_lower,old_peak_upper,old_peak_lower,old_shift_upper,old_shift_lower,old_peak_value_upper,old_peak_value_lower
0,,,,,,,,,
1,,,774,,59,,-4,,774
2,,,774,,59,,-4,,774
3,,2670,774,56,59,-3,-4,2670,774
4,,3430,774,76,59,-6,-4,3430,774
5,,3430,860,76,59,-6,7,3430,860
6,,4050,860,54,59,-3,7,4050,860
7,,4050,1008,54,70,-3,-1,4050,1008
8,,4050,1550,54,74,-3,8,4050,1550
9,,5720,1550,55,74,12,8,5720,1550
10,,2068,1550,56,74,11,8,2068,1550
11,,2068,341,56,76,11,6,2068,341
12,,4437,341,54,76,3,6,4437,341
13,,1650,341,35,76,0,6,1650,341
14,,1650,475,35,40,0,-4,1650,475
15,,1650,390,35,63,0,12,1650,390
16,,2550,390,40,63,11,12,2550,390
17,,2550,585,40,63,11,-4,2550,585
18,,3636,585,66,63,-10,-4,3636,585
19,,3636,855,66,63,-10,-4,3636,855
20,,26910,855,10,63,2,-4,26910,855
21,,333960,855,20,63,-8,-4,333960,855
22,,333960,8424,20,32,-8,4,333960,8424
23,,333960,179816,20,67,-8,10,333960,179816
24,,413820,179816,20,67,-8,10,413820,179816
25,,413820,214396,20,67,-8,10,413820,214396
26,,605283,214396,26,67,-12,10,605283,214396
27,,605283,220038,26,67,-12,10,605283,220038
28,,777483,220038,26,67,-11,10,777483,220038
29,,777483,189111,26,67,-11,8,777483,189111
30,,777483,220816,26,67,-11,8,777483,220816
31,,825342,220816,26,67,-11,8,825342,220816
32,,825342,221408,26,67,-11,10,825342,221408
33,,825342,198968,26,67,-11,10,825342,198968
34,,614208,198968,26,67,-12,10,614208,198968
35,,548068,198968,20,67,-8,10,548068,198968
36,,548068,180348,20,67,-8,10,548068,180348
37,,650152,180348,20,67,-8,10,650152,180348
38,,650152,156618,20,67,-8,10,650152,156618
39,,746238,156618,20,67,-8,10,746238,156618
40,,746238,139062,20,67,-8,10,746238,139062
41,,746238,173677,20,67,-8,10,746238,173677
42,,857592,173677,20,67,-8,10,857592,173677
43,,454138,173677,26,67,1,10,454138,173677
44,,537795,173677,26,67,-12,10,537795,173677
45,,541650,173677,19,67,-7,10,541650,173677
46,,541650,204258,19,67,-7,10,541650,204258
47,,541650,197178,19,67,-7,10,541650,197178
48,,488175,197178,19,67,-7,10,488175,197178
49,,488175,180468,19,67,-7,10,488175,180468
50,,573206,180468,26,67,-11,10,573206,180468
51,,573206,184356,26,67,-11,10,573206,184356
52,,602140,184356,26,67,-11,10,602140,184356
53,,491260,184356,26,67,-11,10,491260,184356
54,,491260,224186,26,67,-11,10,491260,224186
55,,491260,205668,26,67,-11,10,491260,205668
56,,491260,206190,26,67,-11,8,491260,206190
57,,491260,199870,26,67,-11,8,491260,199870
58,,496364,199870,26,67,-11,8,496364,199870
59,,584535,199870,20,67,-8,8,584535,199870
60,,584535,173052,20,67,-8,10,584535,173052
61,,637070,173052,20,67,-8,10,637070,173052
62,,637070,189126,20,67,-8,10,637070,189126
63,,703840,189126,26,67,-12,10,703840,189126
64,,679770,189126,26,67,-11,10,679770,189126
65,,679770,230601,26,67,-11,10,679770,230601
66,,805980,230601,21,67,-9,10,805980,230601
67,,805980,239775,21,67,-9,10,805980,239775
68,,805980,197241,21,67,-9,10,805980,197241
69,,725180,197241,20,67,-8,10,725180,197241
70,,688562,197241,20,67,-8,10,688562,197241
71,,688562,151833,20,67,-8,10,688562,151833
72,,688562,158574,20,67,-8,10,688562,158574
73,,705824,158574,20,67,-8,10,705824,158574
74,,695520,158574,20,67,-8,10,695520,158574
75,,695520,197600,20,67,-8,9,695520,197600
76,,587790,197600,21,67,-9,9,587790,197600
77,,587790,202000,21,67,-9,9,587790,202000
78,,527730,202000,27,67,-12,9,527730,202000
79,,527730,220685,27,67,-12,10,527730,220685
80,,411414,220685,20,67,-5,10,411414,220685
81,,411414,217626,20,67,-5,10,411414,217626
82,,411414,215136,20,67,-5,10,411414,215136
83,,411414,199584,20,74,-5,3,411414,199584
84,,511116,199584,20,74,-8,3,511116,199584
85,,584260,199584,20,74,-8,3,584260,199584
86,,554130,199584,20,74,-9,3,554130,199584
87,lower,554130,695889,20,67,-9,-11,554130,695889
88,lower,554130,3033576,20,63,-9,-7,554130,3033576
89,lower,485922,3033576,26,63,0,-7,485922,3033576
90,both,7350224,3033576,68,63,-1,-7,7350224,3033576
91,both,7350224,21857472,68,63,-1,0,7350224,21857472
92,both,68441076,21857472,63,63,3,0,68441076,21857472
93,both,68441076,133881570,63,62,3,0,68441076,1.3388157e+08
94,both,176782408,133881570,63,62,1,0,1.7678241e+08,1.3388157e+08
95,both,327035436,133881570,65,62,0,0,3.2703544e+08,1.3388157e+08
96,both,327035436,193561420,65,62,0,1,3.2703544e+08,1.9356142e+08
97,both,327035436,208338052,65,64,0,0,3.2703544e+08,2.0833805e+08
98,both,327035436,200454524,65,64,0,0,3.2703544e+08,2.0045452e+08
99,both,327035436,200607798,65,63,0,1,3.2703544e+08,2.006078e+08
100,both,323116144,200607798,65,63,0,1,3.2311614e+08,2.006078e+08
101,both,328426264,200607798,65,63,0,1,3.2842626e+08,2.006078e+08
102,both,348239012,200607798,65,63,0,1,3.4823901e+08,2.006078e+08
103,both,363589424,200607798,65,63,0,1,3.6358942e+08,2.006078e+08
104,both,363589424,207403182,65,63,0,2,3.6358942e+08,2.0740318e+08
105,both,363589424,200862858,65,64,0,1,3.6358942e+08,2.0086286e+08
106,both,377410828,200862858,65,64,1,1,3.7741083e+08,2.0086286e+08
107,both,377410828,199761361,65,64,1,1,3.7741083e+08,1.9976136e+08
108,both,378579727,199761361,66,64,0,1,3.7857973e+08,1.9976136e+08
109,both,378579727,198987703,66,64,0,1,3.7857973e+08,1.989877e+08
110,both,378579727,197126577,66,64,0,1,3.7857973e+08,1.9712658e+08
111,both,384007261,197126577,66,64,0,1,3.8400726e+08,1.9712658e+08
112,both,384007261,193961538,66,64,0,1,3.8400726e+08,1.9396154e+08
113,both,384111266,193961538,66,64,0,1,3.8411127e+08,1.9396154e+08
114,both,384111266,188946116,66,64,0,1,3.8411127e+08,1.8894612e+08
115,both,384111266,180443126,66,64,0,1,3.8411127e+08,1.8044313e+08
116,both,379125446,180443126,66,64,0,1,3.7912545e+08,1.8044313e+08
117,both,375183494,180443126,65,64,1,1,3.7518349e+08,1.8044313e+08
118,both,366759180,180443126,65,64,1,1,3.6675918e+08,1.8044313e+08
119,both,366759180,186289974,65,64,1,1,3.6675918e+08,1.8628997e+08
120,both,355720680,186289974,63,64,3,1,3.5572068e+08,1.8628997e+08
121,both,355720680,186275700,63,63,3,2,3.5572068e+08,1.862757e+08
122,both,355720680,199273500,63,63,3,0,3.5572068e+08,1.992735e+08
123,both,289131612,199273500,63,63,0,0,2.8913161e+08,1.992735e+08
124,both,234319932,199273500,63,63,0,0,2.3431993e+08,1.992735e+08
125,both,234319932,215700670,63,62,0,0,2.3431993e+08,2.1570067e+08
126,both,154600656,215700670,62,62,0,0,1.5460066e+08,2.1570067e+08
127,both,154600656,214111372,62,62,0,0,1.5460066e+08,2.1411137e+08
128,both,106904028,214111372,62,62,0,0,1.0690403e+08,2.1411137e+08
129,both,106904028,217870954,62,61,0,0,1.0690403e+08,2.1787095e+08
130,both,106904028,184346683,62,61,0,0,1.0690403e+08,1.8434668e+08
131,both,60717239,184346683,62,61,0,0,60717239,1.8434668e+08
132,both,36069227,184346683,62,61,0,0,36069227,1.8434668e+08
133,both,36069227,157338886,62,61,0,0,36069227,1.5733889e+08
134,both,17648226,157338886,61,61,0,0,17648226,1.5733889e+08
135,both,17648226,114187242,61,61,0,0,17648226,1.1418724e+08
136,both,9262616,114187242,62,61,0,0,9262616,1.1418724e+08
137,both,9262616,84054750,62,61,0,0,9262616,84054750
138,both,9262616,51809250,62,61,0,0,9262616,51809250
139,both,5030342,51809250,62,61,-1,0,5030342,51809250
140,both,2768488,51809250,67,61,-3,0,2768488,51809250
141,both,2768488,31808079,67,61,-3,0,2768488,31808079
142,both,2768488,15387673,67,62,-3,0,2768488,15387673
143,both,1499018,15387673,67,62,-1,0,1499018,15387673
144,both,905962,15387673,68,62,-2,0,905962,15387673
145,both,905962,8460361,68,63,-2,-1,905962,8460361
146,lower,698858,8460361,19,63,-7,-1,698858,8460361
147,lower,698858,3299634,19,63,-7,-1,698858,3299634
148,lower,852929,3299634,21,63,-9,-1,852929,3299634
149,lower,852929,1342368,21,63,-9,-1,852929,1342368
150,lower,710633,1342368,21,63,-9,-1,710633,1342368
151,lower,710633,501676,21,64,-9,5,710633,501676
152,lower,599885,501676,20,64,-8,5,599885,501676
153,,599885,165960,20,73,-8,2,599885,165960
154,,624910,165960,20,73,-8,2,624910,165960
155,,624910,196847,20,73,-8,4,624910,196847
156,,656890,196847,27,73,-12,4,656890,196847
157,,656890,138240,27,67,-12,9,656890,138240
158,,430404,138240,27,67,-1,9,430404,138240
159,,474726,138240,26,67,0,9,474726,138240
160,,474726,100746,26,82,0,3,474726,100746
161,,474726,148068,26,67,0,10,474726,148068
162,,474726,187370,26,67,0,10,474726,187370
163,,474726,223040,26,67,0,10,474726,223040
164,,632502,223040,20,67,-9,10,632502,223040
165,,580176,223040,23,67,-12,10,580176,223040
166,,574488,223040,23,67,-11,10,574488,223040
167,,769014,223040,21,67,-9,10,769014,223040
168,,769014,200736,21,67,-9,9,769014,200736
169,,769014,172323,21,67,-9,9,769014,172323
170,,647190,172323,21,67,-10,9,647190,172323
171,,647190,198475,21,67,-10,10,647190,198475
172,,399594,198475,26,67,-11,10,399594,198475
173,,399594,186575,26,74,-11,3,399594,186575
174,,487884,186575,26,74,-12,3,487884,186575
175,,487884,168576,26,74,-12,3,487884,168576
176,,487884,179328,26,67,-12,10,487884,179328
177,,528333,179328,20,67,-8,10,528333,179328
178,,539524,179328,20,67,-8,10,539524,179328
179,,539524,191470,20,67,-8,10,539524,191470
180,,539524,191470,20,67,-8,10,539524,191470
181,,539524,166870,20,74,-8,3,539524,166870
182,,434682,166870,20,74,-8,3,434682,166870
183,,434682,129019,20,74,-8,3,434682,129019
184,,434682,168400,20,74,-8,11,434682,168400
185,,566784,168400,20,74,-8,11,566784,168400
186,,655104,168400,20,74,-8,11,655104,168400
187,,655104,172610,20,74,-8,3,655104,172610
188,,583452,172610,20,74,-8,3,583452,172610
189,,583452,233700,20,67,-8,10,583452,233700
190,,590292,233700,20,67,-8,10,590292,233700
191,,590292,209190,20,67,-8,11,590292,209190
192,,646387,209190,20,67,-8,11,646387,209190
193,,646387,209190,20,67,-8,11,646387,209190
194,,646387,246810,20,67,-8,10,646387,246810
195,,655017,246810,26,67,-11,10,655017,246810
196,,607200,246810,26,67,-11,10,607200,246810
197,,607200,258501,26,67,-11,10,607200,258501
198,,607200,200479,26,67,-11,10,607200,200479
199,,647427,200479,26,67,-11,10,647427,200479
200,,647427,186126,26,67,-11,10,647427,186126
201,,509052,186126,20,67,-8,10,509052,186126
202,,509052,191754,20,67,-8,10,509052,191754
203,,449375,191754,21,67,-9,10,449375,191754
204,,449375,145668,21,76,-9,9,449375,145668
205,,477500,145668,21,76,-9,9,477500,145668
206,,485904,145668,20,76,-8,9,485904,145668
207,,485904,172732,20,74,-8,11,485904,172732
208,,571764,172732,20,74,-9,11,571764,172732
209,,611320,172732,20,74,-9,11,611320,172732
210,,611320,143565,20,67,-9,10,611320,143565
211,,611320,122910,20,67,-9,10,611320,122910
212,,611320,212562,20,67,-9,10,611320,212562
213,,528360,212562,20,67,-8,10,528360,212562
214,,507381,212562,15,67,-3,10,507381,212562
215,,507381,190953,15,74,-3,3,507381,190953
216,,536766,190953,15,74,-3,3,536766,190953
217,,536766,132498,15,74,-3,3,536766,132498
218,,584442,132498,20,74,-8,3,584442,132498
219,,584442,166770,20,67,-8,10,584442,166770
220,,584442,183192,20,74,-8,11,584442,183192
221,,588708,183192,20,74,-8,11,588708,183192
222,,514683,183192,26,74,-11,11,514683,183192
223,,514683,193725,26,67,-11,10,514683,193725
224,,369215,193725,27,67,0,10,369215,193725
225,,491250,193725,20,67,-8,10,491250,193725
226,,491250,246615,20,67,-8,10,491250,246615
227,,491250,169623,20,74,-8,3,491250,169623
228,,491250,173853,20,74,-8,11,491250,173853
229,,491250,200592,20,67,-8,10,491250,200592
230,,734910,200592,20,67,-8,10,734910,200592
231,,458964,200592,27,67,0,10,458964,200592
232,,480815,200592,20,67,-8,10,480815,200592
233,,676545,200592,20,67,-8,10,676545,200592
234,,676545,214920,20,67,-8,10,676545,214920
235,,676545,160200,20,67,-8,10,676545,160200
236,,680520,160200,20,67,-8,10,680520,160200
237,,680520,189125,20,67,-8,10,680520,189125
238,,627800,189125,26,67,-11,10,627800,189125
239,,627800,248625,26,67,-11,10,627800,248625
240,,509396,248625,20,67,-8,10,509396,248625
241,,509396,190125,20,67,-8,10,509396,190125
242,,524810,190125,20,67,-8,10,524810,190125
243,,524810,173875,20,67,-8,10,524810,173875
244,,524810,208115,20,67,-8,10,524810,208115
245,,672100,208115,20,67,-8,10,672100,208115
246,,683380,208115,21,67,-9,10,683380,208115
247,,683380,198779,21,67,-9,10,683380,198779
248,,699374,198779,21,67,-9,10,699374,198779
249,,699374,156877,21,67,-9,10,699374,156877
250,,699374,171654,21,74,-9,11,699374,171654
251,,552188,171654,20,74,-8,11,552188,171654
252,,552188,132370,20,74,-8,3,552188,132370
253,,583184,132370,20,74,-8,3,583184,132370
254,,462280,132370,19,74,-7,3,462280,132370
255,,462280,135432,19,74,-7,1,462280,135432
256,,433615,135432,19,74,-7,1,433615,135432
257,,433615,174648,19,74,-7,3,433615,174648
258,,433615,216395,19,67,-7,10,433615,216395
259,,465850,216395,26,67,-11,10,465850,216395
260,,465850,190970,26,67,-11,10,465850,190970
261,,353616,190970,68,67,1,10,353616,190970
262,,604656,190970,20,67,-8,10,604656,190970
263,,604656,131264,20,76,-8,9,604656,131264
264,,730626,131264,20,76,-8,9,730626,131264
265,,849932,131264,20,76,-8,9,849932,131264
266,,849932,150156,20,67,-8,8,849932,150156
267,,849932,178794,20,67,-8,8,849932,178794
268,,849932,168630,20,67,-8,10,849932,168630
269,,733562,168630,20,67,-12,10,733562,168630
270,,675694,168630,20,67,-12,10,675694,168630
271,,675694,172280,20,67,-12,10,675694,172280
272,,796382,172280,20,67,-9,10,796382,172280
273,,796382,137824,20,67,-9,10,796382,137824
274,,583746,137824,20,67,-9,10,583746,137824
275,,583746,137484,20,74,-9,11,583746,137484
276,,583746,142710,20,74,-9,11,583746,142710
277,,583746,142740,20,67,-9,10,583746,142740
278,,541260,142740,20,67,-8,10,541260,142740
279,,583982,142740,26,67,-11,10,583982,142740
280,,572798,142740,20,67,-8,10,572798,142740
281,,572798,152568,20,53,-8,-1,572798,152568
282,lower,572798,658944,20,67,-8,-5,572798,658944
283,lower,572798,3398912,20,63,-8,-1,572798,3398912
284,lower,537320,3398912,26,63,1,-1,537320,3398912
285,lower,676203,3398912,68,63,-1,-1,676203,3398912
286,lower,676203,12321056,68,63,-1,-1,676203,12321056
287,both,1564167,12321056,68,63,-2,-1,1564167,12321056
288,both,1564167,31425328,68,62,-2,0,1564167,31425328
289,both,2795012,31425328,67,62,-1,0,2795012,31425328
290,both,2795012,56681342,67,62,-1,0,2795012,56681342
291,both,2795012,100268376,67,61,-1,0,2795012,1.0026838e+08
292,both,6418108,100268376,67,61,-1,0,6418108,1.0026838e+08
293,both,14198280,100268376,63,61,0,0,14198280,1.0026838e+08
294,both,26520640,100268376,63,61,0,0,26520640,1.0026838e+08
295,both,26520640,135160740,63,61,0,0,26520640,1.3516074e+08
296,both,66323824,135160740,63,61,0,0,66323824,1.3516074e+08
297,both,66323824,190077714,63,62,0,0,66323824,1.9007771e+08
298,both,102082106,190077714,62,62,1,0,1.0208211e+08,1.9007771e+08
299,both,102082106,218690295,62,62,1,0,1.0208211e+08,2.186903e+08
300,both,123654690,218690295,62,62,2,0,1.2365469e+08,2.186903e+08
301,both,123654690,200503645,62,62,2,0,1.2365469e+08,2.0050364e+08
302,both,159725160,200503645,63,62,1,0,1.5972516e+08,2.0050364e+08
303,both,159725160,215730905,63,63,1,0,1.5972516e+08,2.157309e+08
304,both,159725160,189660705,63,63,1,1,1.5972516e+08,1.896607e+08
305,both,167368992,189660705,63,63,3,1,1.6736899e+08,1.896607e+08
306,both,186801432,189660705,65,63,1,1,1.8680143e+08,1.896607e+08
307,both,186801432,191114250,65,63,1,1,1.8680143e+08,1.9111425e+08
308,both,199886080,191114250,65,63,1,1,1.9988608e+08,1.9111425e+08
309,both,199886080,185132500,65,63,1,2,1.9988608e+08,1.851325e+08
310,both,199886080,175974960,65,64,1,1,1.9988608e+08,1.7597496e+08
311,both,215925120,175974960,65,64,1,1,2.1592512e+08,1.7597496e+08
312,both,215925120,182369448,65,64,1,0,2.1592512e+08,1.8236945e+08
313,both,215925120,169863435,65,64,1,0,2.1592512e+08,1.6986344e+08
314,both,233824176,169863435,65,64,1,0,2.3382418e+08,1.6986344e+08
315,both,228464800,169863435,65,64,1,0,2.284648e+08,1.6986344e+08
316,both,235303224,169863435,64,64,0,0,2.3530322e+08,1.6986344e+08
317,both,235303224,199614336,64,63,0,0,2.3530322e+08,1.9961434e+08
318,both,202326696,199614336,63,63,1,0,2.023267e+08,1.9961434e+08
319,both,202326696,188165572,63,63,1,0,2.023267e+08,1.8816557e+08
320,both,202326696,193483360,63,63,1,0,2.023267e+08,1.9348336e+08
321,both,167821368,193483360,63,63,0,0,1.6782137e+08,1.9348336e+08
322,both,128450504,193483360,63,63,0,0,1.284505e+08,1.9348336e+08
323,both,128450504,181948599,63,62,0,0,1.284505e+08,1.819486e+08
324,both,87688640,181948599,63,62,0,0,87688640,1.819486e+08
325,both,87688640,166847733,63,62,0,0,87688640,1.6684773e+08
326,both,40211574,166847733,62,62,0,0,40211574,1.6684773e+08
327,both,40211574,137301120,62,61,0,0,40211574,1.3730112e+08
328,both,40211574,117332160,62,61,0,0,40211574,1.1733216e+08
329,both,25981854,117332160,62,61,0,0,25981854,1.1733216e+08
330,both,16121519,117332160,62,61,0,0,16121519,1.1733216e+08
331,both,16121519,94465722,62,61,0,0,16121519,94465722
332,both,10786295,94465722,62,61,0,0,10786295,94465722
333,both,10786295,74443512,62,61,0,0,10786295,74443512
334,both,6507605,74443512,62,61,0,0,6507605,74443512
335,both,4090920,74443512,68,61,-4,0,4090920,74443512
336,both,4090920,54339736,68,61,-4,0,4090920,54339736
337,both,4090920,40493904,68,62,-4,0,4090920,40493904
338,both,4090920,26633880,68,62,-4,0,4090920,26633880
339,both,2733035,26633880,41,62,-6,0,2733035,26633880
340,both,1880116,26633880,68,62,-7,0,1880116,26633880
341,both,1880116,18271890,68,63,-7,-1,1880116,18271890
342,both,1150398,18271890,68,63,-1,-1,1150398,18271890
343,both,1150398,11181772,68,63,-1,0,1150398,11181772
344,lower,1077165,11181772,68,63,-1,0,1077165,11181772
345,lower,1077165,6836368,68,63,-1,0,1077165,6836368
346,lower,1004445,6836368,68,63,-1,0,1004445,6836368
347,lower,1004445,4277504,68,63,-1,-1,1004445,4277504
348,lower,683553,4277504,68,63,-1,-1,683553,4277504
349,lower,683553,2860032,68,63,-1,-1,683553,2860032
350,lower,472198,2860032,68,63,-1,-1,472198,2860032
351,lower,472198,2099424,68,63,-1,6,472198,2099424
352,lower,472198,1262647,68,69,-1,0,472198,1262647
353,lower,547230,1262647,20,69,-12,0,547230,1262647
354,lower,547230,871018,20,69,-12,0,547230,871018
355,lower,453264,871018,68,69,-1,0,453264,871018
356,lower,463204,871018,68,69,-1,0,463204,871018
357,lower,463204,578032,68,69,-1,0,463204,578032
358,lower,454312,578032,19,69,-12,0,454312,578032
359,lower,583648,578032,20,69,-8,0,583648,578032
360,,583648,455000,20,69,-8,7,583648,455000
361,,583648,323306,20,82,-8,-5,583648,323306
362,,583648,289382,20,82,-8,3,583648,289382
363,,583648,199287,20,79,-8,-2,583648,199287
364,,633696,199287,20,79,-9,-2,633696,199287
365,,565677,199287,20,79,-9,-2,565677,199287
366,,572904,199287,20,79,-8,-2,572904,199287
367,,796136,199287,20,79,-8,-2,796136,199287
368,,796136,157850,20,82,-8,3,796136,157850
369,,796136,210760,20,18,-8,-9,796136,210760
370,,796136,189640,20,18,-8,-9,796136,189640
371,,796136,157176,20,67,-8,10,796136,157176
372,,740443,157176,20,67,-8,10,740443,157176
373,,563200,157176,26,67,-12,10,563200,157176
374,,401135,157176,27,67,0,10,401135,157176
375,,531080,157176,23,67,-11,10,531080,157176
376,,531080,131688,23,67,-11,10,531080,131688
377,,531080,117738,23,67,-11,10,531080,117738
378,,531080,138838,23,67,-11,8,531080,138838
379,,790903,138838,26,67,-11,8,790903,138838
380,,620806,138838,27,67,-12,8,620806,138838
381,,620806,176673,27,67,-12,8,620806,176673
382,,434112,176673,27,67,-12,8,434112,176673
383,,434112,204597,27,67,-12,10,434112,204597
384,,434112,169926,27,67,-12,10,434112,169926
385,,537422,169926,20,67,-8,10,537422,169926
386,,537422,147626,20,67,-8,10,537422,147626
387,,537422,161859,20,67,-8,10,537422,161859
388,,628883,161859,20,67,-9,10,628883,161859
389,,568567,161859,20,67,-9,10,568567,161859
390,,623693,161859,20,67,-9,10,623693,161859
391,,623693,177018,20,67,-9,10,623693,177018
392,,766724,177018,20,67,-9,10,766724,177018
393,,766724,153850,20,67,-9,10,766724,153850
394,,653252,153850,20,67,-8,10,653252,153850
395,,653252,172550,20,67,-8,10,653252,172550
396,,555430,172550,20,67,-8,10,555430,172550
397,,555430,225736,20,67,-8,10,555430,225736
398,,555430,190152,20,67,-8,10,555430,190152
399,,507190,190152,20,67,-8,10,507190,190152
400,,507190,171342,20,67,-8,10,507190,171342
401,,417456,171342,26,67,-11,10,417456,171342
402,,417456,152805,26,67,-11,10,417456,152805
403,,417456,113364,26,67,-11,8,417456,113364
404,,484848,113364,26,67,-11,8,484848,113364
405,,602175,113364,26,67,-11,8,602175,113364
406,,595840,113364,20,67,-8,8,595840,113364
407,,595840,121806,20,67,-8,10,595840,121806
408,,574336,121806,20,67,-8,10,574336,121806
409,,574336,164208,20,67,-8,11,574336,164208
410,,574336,182160,20,67,-8,10,574336,182160
411,,582669,182160,20,67,-9,10,582669,182160
412,,529841,182160,26,67,1,10,529841,182160
413,,529841,162495,26,67,1,10,529841,162495
414,,642884,162495,26,67,-11,10,642884,162495
415,,642884,192639,26,67,-11,10,642884,192639
416,,642884,224132,26,67,-11,10,642884,224132
417,,554268,224132,26,67,-11,10,554268,224132
418,,554268,224680,26,67,-11,10,554268,224680
419,,517221,224680,19,67,-7,10,517221,224680
420,,619029,224680,21,67,-9,10,619029,224680
421,,619029,189830,21,67,-9,10,619029,189830
422,,619029,158260,21,74,-9,3,619029,158260
423,,679023,158260,20,74,-8,3,679023,158260
424,,742518,158260,20,74,-8,3,742518,158260
425,,742518,133510,20,76,-8,9,742518,133510
426,,627536,133510,26,76,-11,9,627536,133510
427,,627536,156366,26,67,-11,10,627536,156366
428,,582400,156366,26,67,-12,10,582400,156366
429,,582400,186515,26,67,-12,10,582400,186515
430,,582400,163520,26,74,-12,3,582400,163520
431,,457737,163520,15,74,-3,3,457737,163520
432,,457737,151424,15,74,-3,3,457737,151424
433,,398097,151424,15,74,0,3,398097,151424
434,,404505,151424,27,74,-12,3,404505,151424
435,,404505,196878,27,74,-12,11,404505,196878
436,,324715,196878,27,74,0,11,324715,196878
437,,610032,196878,20,74,-9,11,610032,196878
438,,610032,198762,20,74,-9,11,610032,198762
439,,610032,155050,20,67,-9,10,610032,155050
440,,610032,139102,20,67,-9,10,610032,139102
441,,741776,139102,20,67,-8,10,741776,139102
442,,709660,139102,20,67,-8,10,709660,139102
443,,709660,102678,20,74,-8,3,709660,102678
444,,599694,102678,26,74,0,3,599694,102678
445,,599694,87255,26,33,0,3,599694,87255
446,,720054,87255,20,33,-8,3,720054,87255
447,,720054,124740,20,67,-8,10,720054,124740
448,,720054,202986,20,67,-8,8,720054,202986
449,,758956,202986,20,67,-9,8,758956,202986
450,,574904,202986,20,67,-9,8,574904,202986
451,,574904,188308,20,67,-9,8,574904,188308
452,,474824,188308,20,67,-8,8,474824,188308
453,,532042,188308,20,67,-8,8,532042,188308
454,,532042,182522,20,67,-8,10,532042,182522
455,,532042,171765,20,67,-8,10,532042,171765
456,,632345,171765,20,67,-8,10,632345,171765
457,,632345,184140,20,67,-8,10,632345,184140
458,,580580,184140,15,67,-3,10,580580,184140
459,,580580,187488,15,74,-3,3,580580,187488
460,,580580,179424,15,74,-3,11,580580,179424
461,,469040,179424,15,74,-3,11,469040,179424
462,,605980,179424,20,74,-8,11,605980,179424
463,,605980,99918,20,33,-8,3,605980,99918
464,,749346,99918,20,33,-8,3,749346,99918
465,,749346,120375,20,74,-8,3,749346,120375
466,,749346,129684,20,67,-8,10,749346,129684
467,,734136,129684,19,67,-7,10,734136,129684
468,,734136,126856,19,67,-7,8,734136,126856
469,,798572,126856,19,67,-7,8,798572,126856
470,,779418,126856,26,67,-11,8,779418,126856
471,,779418,174270,26,67,-11,8,779418,174270
472,,563472,174270,26,67,-12,8,563472,174270
473,,563472,183150,26,67,-12,10,563472,183150
474,,563472,162030,26,67,-12,10,563472,162030
475,,576576,162030,26,67,-12,10,576576,162030
476,lower,576576,396237,26,67,-12,-12,576576,396237
477,lower,639128,396237,27,67,0,-12,639128,396237
478,lower,543417,396237,26,67,1,-12,543417,396237
479,lower,543417,729280,26,63,1,-11,543417,729280
480,both,776112,729280,51,63,6,-11,776112,729280
481,both,776112,2632192,51,63,6,-4,776112,2632192
482,both,776112,11130944,51,63,6,-4,776112,11130944
483,both,1405704,11130944,68,63,-9,-4,1405704,11130944
484,both,3082101,11130944,68,63,-9,-4,3082101,11130944
485,both,3082101,24427832,68,63,-9,-4,3082101,24427832
486,both,4613452,24427832,44,63,-4,-4,4613452,24427832
487,both,4613452,54141776,44,61,-4,-2,4613452,54141776
488,both,4613452,86323228,44,61,-4,0,4613452,86323228
489,both,10652208,86323228,63,61,-1,0,10652208,86323228
490,both,10652208,137305350,63,60,-1,0,10652208,1.3730535e+08
491,both,23863301,137305350,62,60,0,0,23863301,1.3730535e+08
492,both,49280957,137305350,62,60,0,0,49280957,1.3730535e+08
493,both,49280957,189110839,62,61,0,0,49280957,1.8911084e+08
494,both,85692186,189110839,62,61,0,0,85692186,1.8911084e+08
495,both,85692186,236362206,62,61,0,0,85692186,2.3636221e+08
496,both,121460634,236362206,62,61,0,0,1.2146063e+08,2.3636221e+08
497,both,121460634,263856408,62,61,0,0,1.2146063e+08,2.6385641e+08
498,both,155783007,263856408,62,61,0,0,1.5578301e+08,2.6385641e+08
499,both,155783007,266317083,62,62,0,0,1.5578301e+08,2.6631708e+08
500,both,155783007,270146102,62,62,0,0,1.5578301e+08,2.701461e+08
501,both,157992195,270146102,62,62,0,0,1.579922e+08,2.701461e+08
502,both,160183730,270146102,62,62,0,0,1.6018373e+08,2.701461e+08
503,both,160183730,272540506,62,62,0,0,1.6018373e+08,2.7254051e+08
504,both,153631030,272540506,62,62,0,0,1.5363103e+08,2.7254051e+08
505,both,153631030,269469536,62,62,0,0,1.5363103e+08,2.6946954e+08
506,both,152289950,269469536,62,62,0,0,1.5228995e+08,2.6946954e+08
507,both,152289950,267935712,62,62,0,0,1.5228995e+08,2.6793571e+08
508,both,144152860,267935712,62,62,0,0,1.4415286e+08,2.6793571e+08
509,both,144152860,258469893,62,62,0,0,1.4415286e+08,2.5846989e+08
510,both,137256470,258469893,62,62,0,0,1.3725647e+08,2.5846989e+08
511,both,137256470,249640326,62,62,0,0,1.3725647e+08,2.4964033e+08
512,both,98978490,249640326,62,62,0,0,98978490,2.4964033e+08
